"idseccion","cod_tienda","nombre_tienda","idseccion_zona","cod_zona","zona","idseccion_plaza","cod_plaza","plaza","idseccion_division","cod_division","division","estado","fecha_apertura","fecha_cierre","direccion_sbs","distrito","provincia","departamento","geoubicacion","centro_costos","n_resolucion_sbs","fecha_resolucion","cod_sbs","condicion","tipo_tienda","clasificacion_tienda","tipo_horario","horario","nombre_almacen","embozadora","atencion_feriados","grupo_campana","ubigeo","tienda_imagine","fecha_imagine","tipo_idseccion","active_controller","kiosko","latitud","longitud","metros_cuadrados","cod_sector_gt","asofdate","codpropositositio","descpropositositio","codclasificaciontienda","codtipohorario","codtipotienda","codgeoubicacion","usuariocreamodifi","fechacreamodifi","horacreamodifi","lote","cu_tienda","region_convenios","region_convnominas","plaza_convenios","zona_convenios","fecinformacion"
"12000","120","Caqueta","80500","Z1","Zona 1","","","","82100","TL","Tiendas Lima","Cerrada","20080711","20130228","AV.CAQUETA N°900-902-920 Y TOMAS MOLLA N°698 RIMAC","RIMAC","LIMA","LIMA","Lima Centro","","SBS 1792-2008","20080530","002-414","Alquilada","Tienda Financiera","Calle","Normal","L a V de 9:00am a 6:00pm / S de 9:00am a 1:00pm","CAQUETA","","","Normal","140122","NO","19000101","T","","","","","","","","","","","","","","","20210503","08:46:44.2470000",,"000120","Lima","00 LIMA","Zona Norte","LIMA",
"73600","736","Paita","","","","72001","PPIU","Plaza Piura","98900","TP","Tiendas Provincia","Activa","20081222","","JR. PLAZA DE ARMAS N° 180","PAITA","PAITA","PIURA","Norte","7360300000","SBS 12502-2008","20081212","002-447","Propia","Tienda Financiera","Calle","Normal","L a V de 9:00am a 6:00pm / S de 9:00am a 1:00pm","TIENDA PAITA","sin Embozadora","NO","Normal","190501","NO","19000101","T","1","1","-5.0847994940000003","-81.113719040000007","487","4211S","","","","","","","","","20210503","08:46:44.2470000",,"000736","Norte","01 NORTE","Piura","PROVINCIA",
"14800","148","Belaunde","80500","Z1","Zona Norte","","","","82100","TL","Tiendas Lima","Cerrada","20070926","20210331","AV. VICTOR ANDRES BELAUNDE OESTE N? 239-241- 243 MZ.R LOTE 8","COMAS","LIMA","LIMA","Lima Norte","1480300000","SBS 568-2007","20070511","002-364","Alquilada","Tienda Financiera","Calle","Normal","L a V de 9:00am a 6:00pm / S de 9:00am a 1:00pm","TIENDA COMAS BELAUNDE","sin Embozadora","NO","Normal","140104","SI","20140627","T","1","1","-11.939524499999999","-77.051446619999993","310","43118","","","","","","","","","20210503","08:46:44.2470000",,"000148","Lima","00 LIMA","Zona Norte","LIMA",
"45000","450","LA CURVA VMT","81300","Z7","Zona Sur","","","","82100","TL","Tiendas Lima","Activa","20170520","","Local LV - 108, en Av. Pachacútec N° 3721 - 3781, César Vallejo - Nueva Esperanza","VILLA MARIA DEL TRIUNFO","LIMA","LIMA","Lima Sur","4500300000","SBS 1571 - 2017","20170419","002-562","Alquilada","Tienda Financiera","Calle","Normal","L a S de 10:00 a.m. a 8:00 p.m.","","sin Embozadora","SI","Normal","140132","SI","20170520","T","","","-12.180984","-76.942474000000004","230","","","","","","","","","","20210503","08:46:44.2470000",,"000450","Lima","","Zona Sur","LIMA",
"52300","523","Barranca","90403","R2","Región Centro","52701","PNC","Plaza Norte chico","98900","TP","Tiendas Provincia","Activa","19991215","","JR. JOSE GALVEZ ESQ. C/ BOLOGNESI 386","BARRANCA","BARRANCA","LIMA","Centro","5230300000","SBS 1105-1999","19991215","002-077","Propia","Tienda Financiera","Calle","Normal","L a V de 9:00am a 6:00pm / S de 9:00am a 1:00pm","TIENDA BARRANCA","sin Embozadora","NO","Normal","140901","SI","20140823","T","1","1","-10.753162","-77.759600000000006","358","42118","","","","","","","","","20210503","08:46:44.2470000",,"000523","Centro","02 NORTE CENTRO","Norte chico","PROVINCIA",
"37900","379","Atocongo","81300","Z7","Zona 7","","","","82100","TL","Tiendas Lima","Cerrada","20081215","20191231","AV CIRCUNVALACION N° 1803","SAN JUAN DE MIRAFLORES","LIMA","LIMA","Lima Sur","3790300000","SBS 12502-2008","20081212","002-440","Alquilada","Tienda Financiera","Centro Comercial","Normal","L a V de 9:00 a.m. a 7:00 p.m. / S de 9:00 a.m. a 2:00 p.m.","TIENDA ATOCONGO","sin Embozadora","NO","Normal","140136","SI","20131030","T","1","1","-12.14710416","-76.981715129999998","199.91","4324D","","","","","","","","","20210503","08:46:44.2470000",,"000379","Lima","00 LIMA","Zona Sur","LIMA",
"14500","145","ME Lap","82000","Z2","Zona Oeste","","","","82100","TL","Tiendas Lima","Activa","20050131","","AV. E. FAUCETT S/N - AEROPUERTI INTERNACIONAL JORGE CHAVEZ","CALLAO","CALLAO","CALLAO","Callao","1450300000","SBS 115-2005","20050121","002-327","Alquilada","Money Exchange","Centro Comercial","Money","L a D de 12:00am a 12:00am","ME LAP","sin Embozadora","SI","Normal","101","NO","19000101","T","0","","-12.022157","-77.107801690000002","56","","","","","","","","","","20210503","08:46:44.2470000",,"000145","Lima","00 LIMA","Zona Oeste","LIMA",
"28100","281","CTV Real Plaza Pro-Unicachi","","","","","","","","","Tiendas provincia","Pendiente","19000101","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,"000281","Lima","","Sin Zona","PROVINCIA",
"32000","320","Puno","90405","R3","Región Sur","34001","PTCQ","Plaza Tacna","98900","TP","Tiendas Provincia","Activa","20090330","","JR. LIMA 401","PUNO","PUNO","PUNO","Sur","3200300000","SBS 2050-2009","20090330","002-102","Alquilada","Tienda Financiera","Calle","Normal","L a V de 9:00am a 6:00pm / S de 9:00am a 1:00pm","TIENDA PUNO","sin Embozadora","NO","Normal","200101","SI","20140724","T","1","1","-15.839169999999999","-70.027923000000001","385","42224","","","","","","","","","20210503","08:46:44.2470000",,"000320","Sur","04 SUR","Tacna","PROVINCIA",
"73700","737","Open Plaza Piura","90414","R1","Región Norte","72001","PPIU","Plaza Piura","98900","TP","Tiendas Provincia","Cerrada","20120504","20201231","AV. ANDRES AVELINO CACERES N° 147, URB. MIRAFLORES","CASTILLA","PIURA","PIURA","Norte","7370300000","SBS 2606 - 2012","20120426","002-504","Alquilada","Tienda Financiera","Centro Comercial","Horario Extendido","L a S de 10:00am a 8:00pm","TIENDA OPEN PLAZA PIURA","sin Embozadora","NO","Normal","190103","SI","20131209","T","1","1","-5.1822476049999997","-80.622513909999995","200","42128","","","","","","","","","20210503","08:46:44.2470000",,"000737","Norte","01 NORTE","Piura","PROVINCIA",
"63300","633","UTP","82600","Z9","Zona 9","","","","82100","TL","Tiendas Lima","Cerrada","20130403","20161031","AV. PETIT THOUARS N° 315, TRANSVERSAL A CORPANCHO","LIMA - CERCADO","LIMA","LIMA","","6330300000","SBS 236 - 2013","18991230","002-528","Alquilada","Tienda Cerrada","Cerrada","Cerrada","L a V de 10:00am a 7:30pm","TIENDA UTP","","NO","Normal","140101","NO","19000101","T","0","","-12.067492","-77.035467999999995","37","43139","","","","","","","","","20210503","08:46:44.2470000",,"000633","Lima","00 LIMA","","",
"01100","011","Petit Thouars","81500","Z3","Zona Centro","","","","82100","TL","Tiendas Lima","Activa","19741001","","AV. PETIT THOUARS 2100","LINCE","LIMA","LIMA","Moderna 2","0110300000","SBS 1105-1999","19991215","002-137","Propia","Tienda Financiera","Calle","Normal","L a V de 9:00am a 6:30pm / S de 9:00am a 1:00pm","TIENDA PETIT THOUARS","sin Embozadora","NO","Normal","140111","NO","19000101","T","1","1","-12.085694999999999","-77.033303000000004","273","43133","","","","","","","","","20210503","08:46:44.2470000",,"000011","Lima","00 LIMA","Zona Centro","LIMA",
"29500","295","Norte","80500","Z1","Zona 1","","","","82100","TL","Tiendas Lima","Cerrada","20050323","20160229","AV. CARLOS IZAGUIRRE # 287-289","INDEPENDENCIA","LIMA","LIMA","Lima Norte","","SBS 14294-2009","20091030","002-326","Alquilada","Tienda Financiera","Calle","Normal","L a V de 9:00am a 6:00pm / S de 9:00am a 1:00pm","NORTE","sin Embozadora","NO","Normal","140102","SI","20131210","T","","","","","","","","","","","","","","","20210503","08:46:44.2470000",,"000295","Lima","00 LIMA","Zona Norte","LIMA",
"29700","297","Aurora","96200","Z5","Zona Moderna Oeste","","","","82100","TL","Tiendas Lima","Activa","20041209","","JR. ARIAS SCHREIBER # 202 - TDAS. A Y B DEL CC.AURORA","MIRAFLORES","LIMA","LIMA","Moderna 1","2970300000","SBS 1840-2004","20041108","002-293","Alquilada","Tienda Financiera","Calle","Normal","L a V de 9:00am a 6:00pm / S de 9:00am a 1:00pm","TIENDA AURORA","sin Embozadora","NO","Remodelada a Imagine","140107","SI","20130920","T","1","1","-12.122246560000001","-77.011378570000005","192","4322F","","","","","","","","","20210503","08:46:44.2470000",,"000297","Lima","00 LIMA","Zona Moderna Oeste","LIMA",
"12400","124","ME Sheraton","","","","","","","","","Tiendas lima","Pendiente","19000101","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,"000124","Lima","","Lima","LIMA",
"54700","547","Satipo","90403","R2","Región Centro","50001","PJUN","Plaza Junin","98900","TP","Tiendas Provincia","Cerrada","20120917","20151231","MANUEL PRADO N° 231, MZ. 0345, LOTE 007","SATIPO","SATIPO","JUNIN","Centro","","SBS 4954 - 2012","20120723","002-509","Propia","Tienda Financiera","Calle","Normal","L a V de 9:00am a 6:00pm / S de 9:00am a 1:00pm","SATIPO","sin Embozadora","NO","Normal","110701","SI","20140814","T","","","","","","","","","","","","","","","20210503","08:46:44.2470000",,"000547","Centro","03 SUR CENTRO","Satipo","PROVINCIA",
"00100","001","Capón","81500","Z3","Zona Centro","","","","82100","TL","Tiendas Lima","Activa","20091030","","JR. PARURO 800","LIMA - CERCADO","LIMA","LIMA","Lima Centro","0010300000","SBS 14294-2009","20091030","002-120","Propia","Tienda Financiera","Calle","Normal","L a V de 9:00am a 6:00pm / S de 9:00am a 1:00pm","TIENDA CAPON","sin Embozadora","NO","Normal","140101","SI","20131129","T","1","1","-12.051544","-77.024876000000006","294","43131","","","","","","","","","20210503","08:46:44.2470000",,"000001","Lima","00 LIMA","Zona Centro","LIMA",
"14200","142","Benavides","81300","Z7","Zona 7","","","","82100","TL","Tiendas Lima","Cerrada","20050301","20131120","AV. BENAVIDES 1241","MIRAFLORES","LIMA","LIMA","Moderna 1","","SBS 1840-2004","20041108","002-303","Alquilada","Tienda Financiera","calle","Normal","L a V de 9:00am a 6:00pm / S de 9:00am a 1:00pm","BENAVIDES","sin Embozadora","NO","Normal","140107","NO","19000101","T","","","","","","","","","","","","","","","20210503","08:46:44.2470000",,"000142","Lima","00 LIMA","Zona Sur","LIMA",
"82900","829","","","","","","","","","","Tiendas provincia","Pendiente","19000101","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,"000829","Lima","","Sin Zona","PROVINCIA",
"71500","715","Chiclayo Real Plaza","","","","","","","","","Tiendas provincia","Pendiente","19000101","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,"000715","Norte","01 NORTE","Chiclayo","PROVINCIA",
"51400","514","MM Huancayo el Tambo","90405","R3","Región Centro-Sur","","","","98900","TP","Tiendas Provincia","Cerrada","20120101","20130228","Calle Real N°930 El tambo","HUANCAYO","HUANCAYO","JUNIN","Centro","5140300000","-","18991230","0","Alquilada","Money Market","Supermercado","Money","L a D 9:00am a 9:00pm","MM Vea HUANCAYO EL TAMBO","","","Normal","110101","NO","19000101","T","","","","","","","","","","","","","","","20210503","08:46:44.2470000",,"000514","Centro","03 SUR CENTRO","Huancayo","PROVINCIA",
"74400","744","Real Plaza Chorrillos","81300","Z7","Zona Sur","","","","82100","TL","Tiendas Lima","Activa","20111219","","AV. GUARDIA CIVIL N° 927 Y LOS FAISANES, URB. LA CAMPIÑA","CHORRILLOS","LIMA","LIMA","Lima Sur","7440300000","SBS 9900-2011","20110916","002-495","Alquilada","Tienda Financiera","Centro Comercial","Horario Extendido","L a S de 9:00 a.m. a 8:00 p.m.","TIENDA REAL PLAZA CHORRILLOS","con Embozadora","SI","Normal","140108","NO","19000101","T","0","","-12.172908","-76.992334999999997","103.06999999999999","4332C","","","","","","","","","20210503","08:46:44.2470000",,"000744","Lima","00 LIMA","Zona Sur","LIMA",
"92400","924","","","","","","","","","","Tiendas provincia","Pendiente","19000101","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,"000924","Lima","","Sin Zona","PROVINCIA",
"44400","444","","","","","","","","","","Tiendas provincia","Pendiente","19000101","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,"000444","00 LIMA","00 LIMA","LIMA","PROVINCIA",
"26900","269","La Encalada","81200","Z6","Zona Moderna Este","","","","82100","TL","Tiendas Lima","Activa","20110111","","AV. ENCALADA N° 911 - 915 Y CALLE SAN LUIS N° 118","SURCO","LIMA","LIMA","Moderna 1","2690300000","SBS 12387-2010","20101007","002-484","Alquilada","Tienda Financiera","Calle","Normal","L a V de 9:00am a 6:00pm / S de 9:00am a 1:00pm","TIENDA ENCALADA","sin Embozadora","NO","Normal","140129","SI","20131025","T","1","1","-12.106676","-76.971673999999993","492.19999999999999","4323B","","","","","","","","","20210503","08:46:44.2470000",,"000269","Lima","00 LIMA","Zona Moderna Este","LIMA",
"73200","732","Sullana","","","","72001","PPIU","Plaza Piura","98900","TP","Tiendas Provincia","Activa","20070709","","JR. SAN MARTIN N? 725 - 729","SULLANA","SULLANA","PIURA","Norte","7320300000","SBS 568-2007","20070511","002-373","Propia","Tienda Financiera","Calle","Normal","L a V de 9:00am a 6:00pm / S de 9:00am a 1:00pm","TIENDA SULLANA","sin Embozadora","NO","Normal","190601","SI","20140830","T","1","1","-4.8909766110000001","-80.687120460000003","229.5","4211A","","","","","","","","","20210503","08:46:44.2470000",,"000732","Norte","01 NORTE","Piura","PROVINCIA",
"62800","628","MM Trujillo El Estadio","90414","R1","Región Norte","60001","PTRU","Plaza Trujillo","98900","TP","Tiendas Provincia","Cerrada","20130304","20161231","JR. GAMARRA N° 158-186-198, ESQUINA CON AV. ESPAÑA N° 780, LOCAL N° 1","TRUJILLO","TRUJILLO","LA LIBERTAD","","6280300000","SBS 8593 - 2012","20121212","002-524","Alquilada","Money Market","Supermercado","Money","L a D 9:00am a 9:00pm","MM TRUJILLO - TIBURON","sin Embozadora","SI","Normal","120101","NO","19000101","T","1","1","-8.1129650000000009","-79.023808000000002","31.82","4212C","","","","","","","","","20210503","08:46:44.2470000",,"000628","norte","01 NORTE","Trujillo","PROVINCIA",
"41500","415","López de Ayala","81200","Z6","Zona Moderna Este","","","","82100","TL","Tiendas Lima","Activa","20141010","","AV. SAN LUIS N° 2236 MZ G 12, LOTE 9","SAN BORJA","LIMA","LIMA","","4150300000","SBS 5977 - 2014","20140908","002-550","Alquilada","Tienda Financiera","Calle","Normal","L a V de 9:00am a 6:00pm / S de 9:00am a 1:00pm","TIENDA LOPEZ DE AYALA","","","Nació siendo Imagine","140140","SI","20141010","T","1","1","-12.093679010000001","-76.995797449999998","403.29000000000002","4322H","","","","","","","","","20210503","08:46:44.2470000",,"000415","Lima","00 LIMA","Zona Moderna Este","LIMA",
"28700","287","Polvos Azules","81500","Z3","Zona 3","","","","82100","TL","Tiendas Lima","Cerrada","20070726","20151231","C.C. POLVOS AZULES - AV.PASEO DE LA REPUBLICA CDRA.4 ESQ.CON GARCIA NARANJO","LIMA - CERCADO","LIMA","LIMA","Lima Centro","","SBS 923-2007","20070713","002-380","Alquilada","Tienda Financiera","Calle","Horario Extendido","L a S de 10:00am a 8:00pm / D de 10:00am a 3:00pm","POLVOS AZULES","sin Embozadora","NO","Normal","140115","NO","19000101","T","","","","","","","","","","","","","","","20210503","08:46:44.2470000",,"000287","Lima","00 LIMA","Sin Zona","PROVINCIA",
"53000","530","Mall Aventura","82000","Z2","Zona Oeste","","","","82100","TL","Tiendas Lima","Activa","20081227","","Av. Oscar Benavides N° 3866, Urb. El Águila. Mall Plaza Bellavista. Local N° LF-01, Nivel -1","BELLAVISTA","CALLAO","CALLAO","Callao","5300300000","SBS 12502-2008","20081212","002-442","Alquilada","Tienda Financiera","Centro Comercial","Horario Extendido","L a V de 9:00a.m. a 7:00pm /S de 9:00am a 2:00pm","TIENDA MALL AVENTURA","sin Embozadora","NO","Normal","102","SI","20131218","T","1","1","-12.055391800000001","-77.103086099999999","235.31","4312G","","","","","","","","","20210503","08:46:44.2470000",,"000530","Lima","00 LIMA","Zona Oeste","LIMA",
"73800","738","MM Talara","90414","R1","Región Norte","","","","98900","TP","Tiendas Provincia","Cerrada","20120305","20170820","AV. MARISCAL CASTILLA N° 220, LOCAL N° 05","PARIÑAS","TALARA","PIURA","Norte","7380300000","SBS 1450 - 2012","20120302","002-498","Alquilada","Money Market","Supermercado","Money","L a D 9:00am a 9:00pm","MM TALARA CASTILLA","con Embozadora","NO","Normal","190701","NO","19000101","T","0","","-4.579949","-81.274682999999996","30.890000000000001","42127","","","","","","","","","20210503","08:46:44.2470000",,"000738","Norte","01 NORTE","Talara","PROVINCIA",
"20600","206","CTV Trujillo La Libertad","","","","","","","","","Tiendas provincia","Pendiente","19000101","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,"000206","Norte","01 NORTE","Trujillo","PROVINCIA",
"98000","980","","","","","","","","","","Tiendas provincia","Pendiente","19000101","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,"000980","Lima","","Sin Zona","PROVINCIA",
"16200","162","Lima Plaza Sur","81300","Z7","Zona Sur","","","","82100","TL","Tiendas Lima","Activa","20100617","","AV. PROLONGACION PASEO DE LA REPUBLICA S/N. CC PLAZA LIMA SUR","CHORRILLOS","LIMA","LIMA","Lima Sur","1620300000","SBS 3288-2010","20100416","002-473","Alquilada","Tienda Financiera","Centro Comercial","Horario Extendido","L a D de 11:00 am a 9:00pm","TIENDA PLAZA LIMA SUR","con Embozadora","SI","Normal","140108","SI","20131023","T","1","1","-12.172499","-77.013328999999999","111.14","43248","","","","","","","","","20210503","08:46:44.2470000",,"000162","Lima","00 LIMA","Zona Sur","LIMA",
"55000","550","Camaná","","","","30001","PAQP","Plaza Arequipa","98900","TP","Tiendas Provincia","Activa","20081230","","JR. 28 DE JULIO N° 337. PLAZA DE ARMAS","CAMANA","CAMANA","AREQUIPA","Sur","5500300000","SBS 12502-2008","20081212","002-446","Propia","Tienda Financiera","Calle","Normal","L a V de 9:00am a 6:00pm / S de 9:00am a 1:00pm","TIENDA CAMANA","sin Embozadora","NO","Normal","40301","SI","20140807","T","1","1","-16.625088999999999","-72.710943","412","4222V","","","","","","","","","20210503","08:46:44.2470000",,"000550","Arequipa","04 SUR","Arequipa","PROVINCIA",
"43100","431","Cusco Larapa","90405","R3","Región Sur","42001","PCUS","Plaza Cusco","98900","TP","Tiendas Provincia","Activa","20130416","","URB. CACHIMAYO FRONTIS AV. DE LA CULTURA MZ. C, LOTE 21A","SAN SEBASTIAN","CUSCO","CUSCO","","4310300000","SBS 9188 - 2012","20121206","002-525","Alquilada","Tienda Financiera","Calle","Normal","L a V de 9:00am a 6:00pm / S de 9:00am a 1:00pm","TIENDA CUSCO LARAPA","","NO","Normal","70105","SI","20131125","T","1","1","-13.536652999999999","-71.906602000000007","228","4221M","","","","","","","","","20210503","08:46:44.2470000",,"000431","Sur","04 SUR","Cusco","PROVINCIA",
"39500","395","CTV Colonial","","","","","","","","","Tiendas provincia","Pendiente","19000101","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,"000395","Lima","","Sin Zona","PROVINCIA",
"77400","774","MM Trujillo Real Plaza","90414","R1","Región Norte","60001","PTRU","Plaza Trujillo","98900","TP","Tiendas Provincia","Cerrada","20151105","20201231","FUNDO LAS CASUARINAS, SUB LOTE PREDIO A, LOTE 5","TRUJILLO","TRUJILLO","LA LIBERTAD","Norte","7740300000","SBS 6396 - 2015","20151023","002-560","Alquilada","Money Market","Supermercado","Money","L a D 9:00am a 9:00pm","MM REAL PLAZA TRUJILLO","con Embozadora","","Nació siendo Imagine","120101","SI","19000101","T","0","","-8.1317266109999995","-79.031961100000004","39","4211F","","","","","","","","","20210503","08:46:44.2470000",,"000774","Norte","","Trujillo","PROVINCIA",
