"idseccion","cod_tienda","nombre_tienda","idseccion_zona","cod_zona","zona","idseccion_plaza","cod_plaza","plaza","idseccion_division","cod_division","division","estado","fecha_apertura","fecha_cierre","direccion_sbs","distrito","provincia","departamento","geoubicacion","centro_costos","n_resolucion_sbs","fecha_resolucion","cod_sbs","condicion","tipo_tienda","clasificacion_tienda","tipo_horario","horario","nombre_almacen","embozadora","atencion_feriados","grupo_campana","ubigeo","tienda_imagine","fecha_imagine","tipo_idseccion","active_controller","kiosko","latitud","longitud","metros_cuadrados","cod_sector_gt","asofdate","codpropositositio","descpropositositio","codclasificaciontienda","codtipohorario","codtipotienda","codgeoubicacion","usuariocreamodifi","fechacreamodifi","horacreamodifi","lote","cu_tienda","region_convenios","region_convnominas","plaza_convenios","zona_convenios","fecinformacion"
"05900","059","El Polo","81200","Z6","Zona Moderna Este","","","","82100","TL","Tiendas Lima","Activa","19970801","","AV. EL POLO 706","SURCO","LIMA","LIMA","Moderna 1","0590300000","SBS 586-1997","19970826","002-161","Propia","Tienda Financiera","Calle","Normal","L a V de 9:00am a 6:00pm / S de 9:00am a 1:00pm","TIENDA EL POLO","sin Embozadora","NO","Normal","140129","NO","19000101","T","1","1","-12.10131","-76.971508","216","43234","","","","","","","","","20210503","08:46:44.2470000",,"000059","Lima","00 LIMA","Zona Moderna Este","LIMA",
"42600","426","Cusco Wanchaq","90405","R3","Región Sur","42001","PCUS","Plaza Cusco","98900","TP","Tiendas Provincia","Activa","20070614","","AV. DIAGONAL N? 175","WANCHAQ","CUSCO","CUSCO","Sur","4260300000","SBS 568-2007","20070511","002-370","Alquilada","Tienda Financiera","Calle","Normal","L a V de 9:00am a 6:00pm / S de 9:00am a 1:00pm","TIENDA CUSCO WANCHAQ","sin Embozadora","NO","Normal","70108","SI","20131125","T","1","1","-13.521915999999999","-71.967611000000005","196.80000000000001","4222L","","","","","","","","","20210503","08:46:44.2470000",,"000426","Sur","04 SUR","Cusco","PROVINCIA",
"34600","346","MM Vea Puente Piedra","80500","Z1","Zona 1","","","","82100","TL","Tiendas Lima","Cerrada","20081215","20200211","AV SAN JUAN DE DIOS S/N LT 1 MZ A PUENTE PIEDRA","PUENTE PIEDRA","LIMA","LIMA","Lima Norte","3460300000","SBS 12502-2008","20081212","002-443","Alquilada","Money Market","Supermercado","Money","L a D 9:00am a 9:00pm","MM Vea PUENTE PIEDRA","sin Embozadora","SI","Normal","140119","NO","19000101","T","0","","-11.864038000000001","-77.073044999999993","44","4331A","","","","","","","","","20210503","08:46:44.2470000",,"000346","Lima","00 LIMA","Zona Norte","LIMA",
"28200","282","Real Plaza Pro","80500","Z1","Zona Norte","","","","82100","TL","Tiendas Lima","Activa","20080716","","C.C Real Plaza Pro km 21.5 Panamericana Norte","SAN MARTIN DE PORRES","LIMA","LIMA","Lima Norte","2820300000","SBS 1386-2008","20080507","002-411","Alquilada","Tienda Financiera","Centro Comercial","Horario Extendido","L a V de 9:00 a.m. a 7:00 p.m. / S de 9:00 a.m. a 2:00 p.m.","MM Vea REAL PLAZA PRO - UNICACHI","con Embozadora","SI","Normal","140126","NO","19000101","T","1","1","-11.940581999999999","-77.070156999999995","270.60000000000002","43319","","","","","","","","","20210503","08:46:44.2470000",,"000282","Lima","00 LIMA","Zona Norte","LIMA",
"49000","490","Módulo Real Plaza Centro Cívico","","","","","","","","","Tiendas lima","Pendiente","19000101","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,"000490","Lima","","Zona 9","LIMA",
"74000","740","Iquitos","90403","R2","Región Centro","75001","PTPP","Plaza Oriente","98900","TP","Tiendas Provincia","Activa","20010330","","JR. PROSPERO 598","IQUITOS","MAYNAS","LORETO","Centro","7400300000","SBS 252-2001","20010330","002-037","Propia","Tienda Financiera","Calle","Normal","L a V de 9:00am a 6:00pm / S de 9:00am a 1:00pm","TIENDA IQUITOS","con Embozadora","NO","Normal","150101","SI","20140904","T","1","1","-3.7511679999999998","-73.245373000000001","465","42212","","","","","","","","","20210503","08:46:44.2470000",,"000740","Centro","02 NORTE CENTRO","Oriente","PROVINCIA",
"08500","085","Argentina","82000","Z2","Zona 2","","","","82100","TL","Tiendas Lima","Cerrada","20070824","20200430","AV. ARGENTINA N? 327-339 ESQ. JR.PACASMAYO CON GUILLERMO DANSEY","LIMA - CERCADO","LIMA","LIMA","Lima Centro","0850300000","SBS 14294-2009","20091030","002-361","Alquilada","Tienda Financiera","Calle","Normal","L a V de 9:00am a 6:00pm / S de 9:00am a 1:00pm","TIENDA ARGENTINA (LA BELLOTA)","sin Embozadora","NO","Normal","140101","SI","20131030","T","1","1","-12.044525","-77.046754000000007","156","43125","","","","","","","","","20210503","08:46:44.2470000",,"000085","Lima","00 LIMA","Zona Oeste","LIMA",
"64500","645","Puruchuco 1","81700","Z4","Zona Este","","","","82100","TL","Tiendas Lima","Activa","20191113","","CENTRO COMERCIAL REAL PLAZA PURUCHUCO - ATE NICOLAS AYLLON 4770 LS 206-207","ATE - VITARTE","LIMA","LIMA","Lima Este","6450300000","SBS 5320-2019","20191112","","Alquilada","Tienda Financiera","Centro Comercial","Horario Extendido","L a S 9:00am a 8:00pm","","Con Embozadora","NO","Normal","140103","SI","19000101","T","0","","-12.041304","-76.931963999999994","","","","","","","","","","","20210503","08:46:44.2470000",,"000645","Lima","","Zona Este","LIMA",
"48400","484","La Paz","82000","Z2","Zona 2","","","","82100","TL","Tiendas Lima","Cerrada","20120515","20150821","AV. LA PAZ N° 2561","SAN MIGUEL","LIMA","LIMA","Moderna 1","","SBS 2606 - 2012","20120426","002-502","Alquilada","Tienda Financiera","Centro Comercial","Normal","L a V de 10:00am a 6:00pm / S de 10:00am a 1:00 pm","LA PAZ","sin Embozadora","NO","Normal","140101","NO","19000101","T","","","","","","","","","","","","","","","20210503","08:46:44.2470000",,"000484","Lima","00 LIMA","Zona Oeste","LIMA",
"00900","009","Arnaldo Marquez","81500","Z3","Zona Centro","","","","82100","TL","Tiendas Lima","Activa","19811101","","AV. ARNALDO MARQUEZ 1400","JESUS MARIA","LIMA","LIMA","Moderna 2","0090300000","SBS 1105-1999","19991215","002-176","Propia","Tienda Financiera","Calle","Normal","L a V de 9:00am a 6:00pm / S de 9:00am a 1:00pm","TIENDA ARNALDO MARQUEZ","sin Embozadora","NO","Normal","140133","NO","19000101","T","1","1","-12.074564000000001","-77.050520000000006","243","43132","","","","","","","","","20210503","08:46:44.2470000",,"000009","Lima","00 LIMA","Zona Centro","LIMA",
"27000","270","MM Vea Ayacucho","81300","Z7","Zona Sur","","","","82100","TL","Tiendas Lima","Activa","20070829","","AV. AYACUCHO MZ.B LT.10 - 18 URB.LOS ROSALES","SURCO","LIMA","LIMA","Moderna 1","2700300000","SBS 1084-2007","20070807","002-381","Alquilada","Money Market","Supermercado","Money","L a D 9:00am a 9:00pm","MM Vea AYACUCHO - SURCO","con Embozadora","SI","Normal","140129","NO","19000101","T","0","","-12.143284619999999","-77.002508219999996","37.100000000000001","43318","","","","","","","","","20210503","08:46:44.2470000",,"000270","Lima","00 LIMA","Zona Sur","LIMA",
"37400","374","Clínica Ricardo Palma","96200","Z5","Zona 5","","","","82100","TL","Tiendas Lima","Cerrada","20090427","20200430","AV. JAVIER PRADO ESTE N° 1080 - 1088","SAN ISIDRO","LIMA","LIMA","Moderna 1","3740300000","SBS 2420-2009","20090408","002-452","Alquilada","Tienda Cerrada","Cerrada","Cerrada","L a V de 9:00am a 6:00pm / S de 9:00am a 1:00pm","TIENDA CLINICA RICARDO PALMA","sin Embozadora","NO","Normal","140112","NO","19000101","T","0","","-12.090479","-77.017988000000003","37.390000000000001","4321B","","","","","","","","","20210503","08:46:44.2470000",,"000374","Lima","00 LIMA","Zona Moderna Oeste","LIMA",
"27800","278","ME Larcomar","","","","","","","","","","Pendiente","19000101","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,"000278","Lima","","","",
"98100","981","","","","","","","","","","Tiendas provincia","Pendiente","19000101","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,"000981","Lima","","Sin Zona","PROVINCIA",
"12500","125","Cantolao - Callao","","","","","","","","","Tiendas provincia","Pendiente","19000101","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,"000125","Lima","","Sin Zona","PROVINCIA",
"13600","136","Mega Plaza","80500","Z1","Zona Norte","","","","82100","TL","Tiendas Lima","Activa","20021201","","AV. ALFREDO MENDIOLA #3698 -MEGA PLAZA","INDEPENDENCIA","LIMA","LIMA","Lima Norte","1360300000","SBS 996-2002","20021009","002-285","Alquilada","Tienda Financiera","Centro Comercial","Normal","L a V de 9:00am a 7:00pm / S de 9:00am a 2:00pm","TIENDA MEGA PLAZA","sin Embozadora","NO","Normal","140102","SI","20130928","T","1","1","-11.99348148","-77.062753740000005","238.63999999999999","43115","","","","","","","","","20210503","08:46:44.2470000",,"000136","Lima","00 LIMA","Zona Norte","LIMA",
"16700","167","Izaguirre","80500","Z1","Zona 1","","","","82100","TL","Tiendas Lima","Cerrada","20071124","20200430","AV. CARLOS IZAGUIRRE N? 870 URB. LAS PALMERAS 1RA ETAPA","LOS OLIVOS","LIMA","LIMA","Lima Norte","1670300000","SBS 1868-2007","20071219","002-363","Alquilada","Tienda Financiera","Calle","Normal","L a V de 9:00am a 6:00pm / S de 9:00am a 1:00pm","TIENDA IZAGUIRRE","sin Embozadora","NO","Normal","140142","SI","20140703","T","1","1","-11.990807999999999","-77.071240000000003","133","4311C","","","","","","","","","20210503","08:46:44.2470000",,"000167","Lima","00 LIMA","Zona Norte","LIMA",
"63800","638","Armendáriz","81800","Z8","Zona 8","","","","82100","TL","Tiendas Lima","Cerrada","20150220","20170306","Av. Armendáriz N° 450, 456, 460, 472, 480, 484, 490, esquina con calle Las Acacias N° 281, 295","MIRAFLORES","LIMA","LIMA","","6380300000","SBS 5977 - 2014","20140908","0","Alquilada","Tienda Financiera","Calle","Normal","L a V de 9:00am a 7:00pm / S de 9:00am a 1:00pm","TIENDA ARMENDARIZ","","","Nació siendo Imagine","140107","SI","20150220","T","1","1","-12.058960000000001","-77.046953000000002","268.19","4324E","","","","","","","","","20210503","08:46:44.2470000",,"000638","Lima","","","",
"05600","056","Faucett","82000","Z2","Zona Oeste","","","","82100","TL","Tiendas Lima","Activa","19810201","","AV. ELMER FAUCETT 216","SAN MIGUEL","LIMA","LIMA","Moderna 1","0560300000","SBS 1105-1999","19991215","002-158","Propia","Tienda Financiera","Calle","Normal","L a V de 9:00am a 6:00pm / S de 9:00am a 1:00pm","TIENDA ELMER FAUCETT","sin Embozadora","NO","Normal","140101","SI","20131127","T","1","1","-12.07118082","-77.098312480000004","151","43123","","","","","","","","","20210503","08:46:44.2470000",,"000056","Lima","00 LIMA","Zona Oeste","LIMA",
"56500","565","MM Vea Villa El Salvador","81300","Z7","Zona 7","","","","82100","TL","Tiendas Lima","Cerrada","20120409","20191130","SUB LOTE A1, FRENTE A LA AV LIMA ENTRE LOS KM. 29.9 Y 30 DE LA ANTIGUA PANAMERICANA","VILLA EL SALVADOR","LIMA","LIMA","Lima Sur","5650300000","SBS 1869 - 2012","20120323","002-501","Alquilada","Money Market","Supermercado","Money","L a D 9:00am a 9:00pm","MM VILLA EL SALVADOR","con Embozadora","SI","Normal","140141","NO","19000101","T","0","","-12.231145","-76.910831000000002","50.600000000000001","4331D","","","","","","","","","20210503","08:46:44.2470000",,"000565","Lima","00 LIMA","Zona Sur","LIMA",
"52700","527","Huacho","90403","R2","Región Centro","52701","PNC","Plaza Norte chico","98900","TP","Tiendas Provincia","Activa","20071221","","AV. 28 DE JULIO N?321-323","HUACHO","HUAURA","LIMA","Centro","5270300000","SBS 1868-2007","20071219","002-402","Alquilada","Tienda Financiera","Calle","Normal","L a V de 9:00am a 6:00pm / S de 9:00am a 1:00pm","TIENDA PLAZA HUACHO","sin Embozadora","NO","Normal","140501","NO","19000101","T","1","2","-11.107483999999999","-77.607449000000003","208","4211M","","","","","","","","","20210503","08:46:44.2470000",,"000527","Centro","02 NORTE CENTRO","Norte chico","PROVINCIA",
"12600","126","Jockey Plaza","81200","Z6","Zona Moderna Este","","","","82100","TL","Tiendas Lima","Activa","19980301","","C.C. JOCKEY PLAZA TIENDA 113 - AV. JAVIER PRADO 4200 1? NIVEL","SURCO","LIMA","LIMA","Moderna 1","1260300000","SBS 100-1997/ SBS 3551-2012","18991230","002-254","Alquilada","Tienda Financiera","Centro Comercial","Horario Extendido","L a S de 10:00am a 8:00pm","TIENDA JOCKEY PLAZA","sin Embozadora","NO","Normal","140129","SI","20130918","T","1","1","-12.084761930000001","-76.977031760000003","208.47999999999999","43238","","","","","","","","","20210503","08:46:44.2470000",,"000126","Lima","00 LIMA","Zona Moderna Este","LIMA",
"46200","462","Mall Plaza Arequipa-Cayma","","","","30001","PAQP","Plaza Arequipa","98900","TP","Tiendas Provincia","Activa","20161221","","Av. Del Ejercito s/n, C.C. Mall Aventura Plaza de Cayma, Local LF-6 LF-7, distrito de Cayma, provincia y departamento de Arequipa","CAYMA","AREQUIPA","AREQUIPA","","4620300000","SBS 5197 - 2016","20160930","002-564","Alquilada","Tienda Financiera","Centro Comercial","Horario Extendido","L a S de 10:00am a 8:00pm","TF MALL AVENTURA CAYMA","con Embozadora","NO","Nació siendo Imagine","40102","SI","19000101","T","0","0","-16.390784","-71.546634999999995","290","","","","","","","","","","20210503","08:46:44.2470000",,"000462","Arequipa","","Arequipa","PROVINCIA",
"34700","347","MM Vea Universitaria","80500","Z1","Zona 1","","","","82100","TL","Tiendas Lima","Cerrada","20081216","20170630","AV UNIVERSITARIA CDRA. 13. ENTRE AV. ANGELICA GAMARRA Y AV. TOMAS VALLE","LOS OLIVOS","LIMA","LIMA","Lima Norte","3470300000","SBS 12502-2008","20081212","002-445","Alquilada","Money Market","Supermercado","Money","L a D 9:00am a 9:00pm","MM Vea UNIVERSITARIA","con Embozadora","SI","Normal","140142","NO","19000101","T","0","","-12.010716","-77.080034999999995","53","4331B","","","","","","","","","20210503","08:46:44.2470000",,"000347","Lima","00 LIMA","Zona Norte","LIMA",
"98700","987","","","","","","","","","","Tiendas provincia","Pendiente","19000101","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,"000987","Lima","","Sin Zona","PROVINCIA",
"37800","378","Canta Callao","82000","Z2","Zona Oeste","","","","82100","TL","Tiendas Lima","Activa","20081215","","AV. CANTA CALLAO N° 378 Y PROL. ALEJANDRO BERTELLO N° 1685","CALLAO","CALLAO","CALLAO","Callao","3780300000","SBS 600-2009","20090203","002-441","Alquilada","Tienda Financiera","Centro Comercial","Normal","L a V de 9:00 am a 7:00 pm/ S de 9:00 am - 2:00 pm","TIENDA CANTA CALLAO","sin Embozadora","NO","Normal","101","SI","20131002","T","1","1","-11.99803591","-77.112929859999994","132.21000000000001","4312F","","","","","","","","","20210503","08:46:44.2470000",,"000378","Lima","00 LIMA","Zona Oeste","LIMA",
"91600","916","","","","","","","","","","Tiendas provincia","Pendiente","19000101","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,"000916","Lima","","Sin Zona","PROVINCIA",
"34100","341","Ilo","90405","R3","Región Sur","34001","PTCQ","Plaza Tacna","98900","TP","Tiendas Provincia","Activa","20091030","","CALLAO ESQ. C/ AYACUCHO 431","ILO","ILO","MOQUEGUA","Sur","3410300000","SBS 14294-2009","20091030","002-100","Propia","Tienda Financiera","Calle","Normal","L a V de 9:00am a 6:00pm / S de 9:00am a 1:00pm","TIENDA ILO","sin Embozadora","NO","Normal","170301","SI","20140719","T","1","1","-17.645637000000001","-71.344050999999993","635","42226","","","","","","","","","20210503","08:46:44.2470000",,"000341","Sur","04 SUR","Tacna","PROVINCIA",
"77100","771","ME Aguas Verdes","90414","R1","Región Norte","","","","98900","TP","Tiendas Provincia","Cerrada","20140930","20171230","MZ. N, LOTE 63, ZONA COMERCIAL AGUAS VERDES","AGUAS VERDES","ZARUMILLA","TUMBES","","7710300000","SBS 3385 - 2014","20140603","002-546","Alquilada","Money Exchange","Calle","Money","L a S de 9:00am a 6:00pm","TIENDA TUMBES AGUAS VERDES","","","Normal","","NO","19000101","T","0","","-3.4813969999999999","-80.243392","78.5","","","","","","","","","","20210503","08:46:44.2470000",,"000771","Norte","","Tumbes","PROVINCIA",
"07500","075","Centro Aéreo Comercial","82000","Z2","Zona Oeste","","","","82100","TL","Tiendas Lima","Activa","19980401","","AV. ELMER FAUCETT TDA B MDO.B-CENTRO AERO COMERCIAL EL CALLAO","CALLAO","CALLAO","CALLAO","Callao","0750300000","SBS 351-1998","19980407","002-106","Propia","Tienda Financiera","Calle","Normal","L a V de 9:00am a 6:30pm / S de 9:00am a 1:00pm","TIENDA CENTRO AEREO COMERCIAL","sin Embozadora","NO","Normal","101","SI","20140620","T","1","1","-12.02266466","-77.104945900000004","162.69","43124","","","","","","","","","20210503","08:46:44.2470000",,"000075","Lima","00 LIMA","Zona Oeste","LIMA",
"26800","268","MM Vea Salamanca","81700","Z4","Zona Este","","","","82100","TL","Tiendas Lima","Activa","20050401","","AV.CIRCUNVALACIÓN 2769 C.C. LOS RECAUDADORES  - ATE","ATE - VITARTE","LIMA","LIMA","Lima Este","2680300000","SBS 317-2005","20050218","002-318","Alquilada","Money Market","Supermercado","Money","L a D 9:00am a 9:00pm","MM Vea SALAMANCA","con Embozadora","SI","Normal","140103","NO","19000101","T","0","","-12.08024","-76.986174000000005","39.299999999999997","43317","","","","","","","","","20210503","08:46:44.2470000",,"000268","Lima","00 LIMA","Zona Este","LIMA",
"09400","094","El Agustino","81700","Z4","Zona Este","","","","82100","TL","Tiendas Lima","Activa","20080218","","AV. RIVA AGUERO N?1284 - 1296 ESQ. AV.HOYLE PALACIOS N?108 - 110 - A.H. PROVIVIENDA, ZONA VI","EL AGUSTINO","LIMA","LIMA","Lima Este","0940300000","SBS 284-2008","20080213","002-406","Alquilada","Tienda Financiera","Calle","Normal","L a V de 9:00am a 6:00pm / S de 9:00am a 1:00pm","TIENDA EL AGUSTINO","sin Embozadora","NO","Normal","140135","NO","19000101","T","0","","-12.04960286","-77.001441330000006","94.150000000000006","43147","","","","","","","","","20210503","08:46:44.2470000",,"000094","Lima","00 LIMA","Zona Este","LIMA",
"78300","783","","","","","","","","","","Tiendas provincia","Pendiente","19000101","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,"000783","Lima","","Sin Zona","PROVINCIA",
"63100","631","Carmelitas","81300","Z7","Zona Sur","","","","82100","TL","Tiendas Lima","Activa","20131120","","AV. ALFREDO BENAVIDES N° 1575, LOCAL 101","MIRAFLORES","LIMA","LIMA","","6310300000","SBS 4475 - 2013","20130717","002-532","Alquilada","Tienda Financiera","Calle","Normal","L a V de 9:00am a 6:00pm / S de 9:00am a 1:00pm","TIENDA CARMELITAS","","NO","Nació siendo Imagine","140107","SI","20131018","T","1","1","-12.126219000000001","-77.016596000000007","394","4323H","","","","","","","","","20210503","08:46:44.2470000",,"000631","Lima","00 LIMA","Zona Sur","LIMA",
"92900","929","","","","","","","","","","Tiendas provincia","Pendiente","19000101","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,"000929","Lima","","Sin Zona","PROVINCIA",
"13500","135","USMP","83200","Z10","Zona 10","","","","82100","TL","Tiendas Lima","Cerrada","20011217","20161226","CAMPUS DE LA UNIVERSIDAD PARTICULAR SAN MARTÍN DE PORRES -STA. ANITA","SANTA ANITA","LIMA","LIMA","Lima Este","1350300000","SBS 761-2006","20060616","002-282","Alquilada","Tienda Cerrada","Cerrada","Cerrada","L a V de 9:30am a 7:30pm","TIENDA UNIVERSIDAD SAN MARTIN DE PORRAS","sin Embozadora","NO","Normal","140143","NO","19000101","T","0","","-12.045517","-76.966766000000007","56","43213","","","","","","","","","20210503","08:46:44.2470000",,"000135","Lima","00 LIMA","Lima","LIMA",
"87500","875","","","","","","","","","","Tiendas provincia","Pendiente","19000101","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,"000875","Lima","","Sin Zona","PROVINCIA",
"63000","630","Próceres","81700","Z4","Zona Este","","","","82100","TL","Tiendas Lima","Activa","20121226","","AV. PROCERES DE LA INDEPENDENCIA N° 2666, MZ. G-1. LOTE 5, URB. SAN CARLOS","SAN JUAN DE LURIGANCHO","LIMA","LIMA","Lima Este","6300300000","SBS 8058 - 2012","20121019","002-519","Alquilada","Tienda Financiera","Calle","Normal","L a V de 9:00am a 6:00pm / S de 9:00am a 1:00pm","TIENDA PROCERES SJL","sin Embozadora","NO","Normal","140137","SI","20140628","T","1","1","-11.988415","-77.009165999999993","289","4314I","","","","","","","","","20210503","08:46:44.2470000",,"000630","Lima","00 LIMA","Zona Este","LIMA",
"29300","293","Camacho","81200","Z6","Zona Moderna Este","","","","82100","TL","Tiendas Lima","Activa","20041209","","AV. JAVIER PRADO ESTE # 4921-TDA.5 CAMACHO","LA MOLINA","LIMA","LIMA","Moderna 1","2930300000","SBS 1840-2004","20041108","002-298","Alquilada","Tienda Financiera","Calle","Normal","L a V de 9:00am a 6:00pm / S de 9:00am a 1:00pm","TIENDA CAMACHO","sin Embozadora","NO","Normal","140110","SI","19000101","T","1","1","-12.08147584","-76.967610239999999","166.53100000000001","4323D","","","","","","","","","20210503","08:46:44.2470000",,"000293","Lima","00 LIMA","Zona Moderna Este","LIMA",
"08600","086","Malecon Miraflores","81800","Z8","Zona 8","","","","82100","TL","Tiendas Lima","Cerrada","20100727","20200131","AV. LARCO N° 1020. ESQUINA CALLE MANCO CAPAC","MIRAFLORES","LIMA","LIMA","Moderna 1","0860300000","SBS 16124-2009","20091230","002-475","Alquilada","Tienda Financiera","Calle","Normal","L a V de 9:00am a 6:00pm / S de 9:00am a 1:00pm","TIENDA MALECON MIRAFLORES","sin Embozadora","NO","Normal","140107","SI","20131030","T","1","1","-12.127955","-77.029759999999996","355.43000000000001","43224","","","","","","","","","20210503","08:46:44.2470000",,"000086","Lima","00 LIMA","Zona 8","LIMA",
"28800","288","MM Vea Las Gardenias","81300","Z7","Zona Sur","","","","82100","TL","Tiendas Lima","Activa","19930601","","C.C. LAS GARDENIAS TDA. 11","SURCO","LIMA","LIMA","Moderna 1","2880300000","SBS 14294-2009","20091030","002-243","Alquilada","Money Market","Centro Comercial","Money","L a D 9:00am a 9:00pm","TIENDA GARDENIAS","con Embozadora","SI","Normal","140129","NO","19000101","T","0","","-12.12927644","-76.983865019999996","212.80000000000001","43348","","","","","","","","","20210503","08:46:44.2470000",,"000288","Lima","00 LIMA","Zona Sur","LIMA",
"08900","089","Ventanilla","80500","Z1","Zona Norte","","","","82100","TL","Tiendas Lima","Activa","20071129","","AV. MALECON ANDRES A. CACERES MZ. C-3 LT.N? 20 - EX - ZONA COMERCIAL VENTANILLA","VENTANILLA","CALLAO","CALLAO","Callao","0890300000","SBS 1682-2007","20071121","002-389","Alquilada","Tienda Financiera","Calle","Normal","L a V de 9:00am a 6:00pm / S de 9:00am a 1:00pm","TIENDA VENTANILLA","sin Embozadora","NO","Normal","106","SI","20131129","T","1","1","-11.871824","-77.127814000000001","249.91999999999999","43126","","","","","","","","","20210503","08:46:44.2470000",,"000089","Lima","00 LIMA","Zona Norte","LIMA",
"14300","143","Chorrillos","81300","Z7","Zona Sur","","","","82100","TL","Tiendas Lima","Activa","20041108","","AV. HUAYLAS # 523","CHORRILLOS","LIMA","LIMA","Lima Sur","1430300000","SBS 1840-2004","20041108","002-305","Alquilada","Tienda Financiera","Calle","Normal","L a V de 9:00am a 6:30pm / S de 9:00am a 2:00pm","TIENDA CHORRILLOS","sin Embozadora","NO","Normal","140108","SI","20140626","T","1","1","-12.168716","-77.024296000000007","230","43245","","","","","","","","","20210503","08:46:44.2470000",,"000143","Lima","00 LIMA","Zona Sur","LIMA",
"33600","336","Real Plaza Arequipa","","","","30001","PAQP","Plaza Arequipa","98900","TP","Tiendas Provincia","Activa","20101112","","AV. EJERCITO N° 1009. LOCAL COMERCIAL 125-126","CAYMA","AREQUIPA","AREQUIPA","Sur","3360300000","SBS 5919-2010 y SBS 5419-2010","18991230","002-477","Alquilada","Tienda Financiera","Centro Comercial","Horario Extendido","L a S de 10:00am a 8:00pm","MM REAL PLAZA AREQUIPA","sin Embozadora","SI","Normal","40102","SI","20131028","T","1","1","-16.389253220000001","-71.549335560000003","54.329999999999998","42217","","","","","","","","","20210503","08:46:44.2470000",,"000336","Arequipa","04 SUR","Arequipa","PROVINCIA",
"27500","275","MM Vea San Miguel","82000","Z2","Zona 2","","","","82100","TL","Tiendas Lima","Cerrada","20070724","20170716","AV. LA MARINA N? 2155 - 2167 SUPERMERCADOS PLAZA VEA","SAN MIGUEL","LIMA","LIMA","Moderna 1","2750300000","SBS 923-2007","20070713","002-379","Alquilada","Money Market","Supermercado","Money","L a D 9:00am a 9:00pm","MM Vea SAN MIGUEL","con Embozadora","SI","Normal","140101","NO","19000101","T","0","","-12.07859","-77.083736999999999","30.199999999999999","43347","","","","","","","","","20210503","08:46:44.2470000",,"000275","Lima","00 LIMA","Zona Oeste","LIMA",
"53300","533","MM Vea Ventanilla","80500","Z1","Zona Norte","","","","82100","TL","Tiendas Lima","Cerrada","20140912","20201231","AV. NESTOR GAMBETTA Y PEDRO BELTRAN, LOCAL N° 2, URB. ZONA INDUSTRIAL CIUDAD SATELITE DE VENTANILLA","VENTANILLA","CALLAO","CALLAO","","5330300000","SBS 5051 - 2014","20140808","002-544","Alquilada","Money Market","Supermercado","Money","L a D 9:00am a 9:00pm","MM VENTANILLA","","SI","Normal","106","NO","19000101","T","0","","-11.87302268","-77.126741429999996","40","4312I","","","","","","","","","20210503","08:46:44.2470000",,"000533","Lima","00 LIMA","Zona Norte","LIMA",
"16400","164","Ricardo Palma","96200","Z5","Zona Moderna Oeste","","","","82100","TL","Tiendas Lima","Activa","20081217","","AV RICARDO PALMA N° 401 Y CAL. ALFONSO UGARTE 130-136","MIRAFLORES","LIMA","LIMA","Moderna 1","1640300000","SBS 12502-2008","20081212","002-438","Propia","Tienda Financiera","Calle","Normal","L a V de 9:00am a 6:00pm / S de 9:00am a 1:00pm","TIENDA MIRAFLORES RICARDO PALMA","sin Embozadora","NO","Normal","140107","SI","20131023","T","1","1","-12.118973","-77.026613999999995","583","4322A","","","","","","","","","20210503","08:46:44.2470000",,"000164","Lima","00 LIMA","Zona Moderna Oeste","LIMA",
"87800","878","","","","","","","","","","Tiendas provincia","Pendiente","19000101","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,"000878","Lima","","Sin Zona","PROVINCIA",
"63900","639","Salaverry","82000","Z2","Zona Oeste","","","","82100","TL","Tiendas Lima","Activa","20140526","","CUADRA 24 DE LA AV. FELIPE SANTIAGO SALAVERRY INTERSECCION CON PUNTA DEL ESTE LOCAL LS-02","JESUS MARIA","LIMA","LIMA","","6390300000","SBS 1676 - 2014","20140312","002-541","Alquilada","Tienda Financiera","Centro Comercial","Normal","L a V de 9:00 am a 7:00 pm/ S de 9:00 am - 2:00 pm","TIENDA REAL PLAZA SALAVERRY","","NO","Nació siendo Imagine","140133","SI","20140523","T","1","1","-12.08943723","-77.052490950000006","310.48000000000002","4313E","","","","","","","","","20210503","08:46:44.2470000",,"000639","Lima","00 LIMA","Zona Oeste","LIMA",
